4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,283,232,146,150,111,108,94,0,23,0,0,264,0,0,188,215,146,114,203,72,186,186,0,125,0,201,174,106,283,314,102,360,40,53,321,360,237,72,14,360,1016.40013807968,1580,11,1,Inf
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,149,254,218,150,39,108,0,0,33,0,0,244,0,0,188,121,84,57,203,0,124,119,64,125,37,201,231,49,211,180,65,336,40,125,321,360,108,72,14,298,1016.40016000779,1480,10,1,Inf
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,4,60,13,50,18,0,0,0,0,0,0,0,198,181,191,153,138,88,43,10,0,0,98,188,219,134,251,0,226,286,63,159,360,296,108,360,59,47,290,360,360,4896.31041556328,900,13,1,Inf
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,283,232,146,150,111,108,94,0,23,0,0,264,0,0,188,215,146,114,203,72,186,186,0,125,0,201,174,106,283,314,102,360,40,53,321,360,237,72,14,360,1016.40013807968,1580,11,1,Inf
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,4,60,13,50,18,0,0,0,0,0,0,0,198,181,191,153,138,88,43,10,0,0,98,188,219,134,251,0,226,286,63,159,360,296,108,360,59,47,290,360,360,4896.31041556328,900,13,1,Inf
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,122,174,68,0,69,0,0,360,0,357,0,0,223,189,360,128,83,48,8,0,0,118,272,360,77,186,0,355,194,80,191,360,311,0,94,52,107,354,28,218,2485.72472615704,927,18,1,Inf
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,60,102,50,0,0,0,0,0,0,0,0,265,223,206,153,138,105,43,10,0,0,66,360,360,5,268,0,283,360,152,191,360,291,175,278,2,0,360,234,317,4879.28609395154,900,15,1,5.2545497072222e-05
1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,60,13,119,18,0,0,0,0,0,0,0,198,181,191,153,138,88,43,10,0,0,98,188,246,102,251,0,226,323,122,191,360,296,49,360,59,15,290,360,333,4037.0758073801,906,13,1,4.61775846596971e-05
1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,18,102,50,60,0,0,0,0,0,0,0,178,228,144,143,138,83,48,10,0,0,98,183,293,134,320,0,221,323,90,191,360,296,108,360,59,10,275,333,360,3342.81932307762,915,12,1,3.67525145728242e-05
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,60,13,119,18,0,0,0,0,0,0,0,198,181,191,153,138,88,43,10,0,0,98,188,246,102,278,0,226,360,95,191,360,296,76,360,59,15,317,333,360,4415.36465034768,903,13,1,3.57812156020581e-05
1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,3,3,3,18,102,50,60,0,0,0,0,0,0,0,178,228,144,143,138,83,48,10,0,0,98,183,293,134,320,0,221,323,90,191,360,296,108,360,59,10,275,333,360,4017.10585373884,909,12,1,2.76567059112769e-05
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,3,60,102,87,18,0,0,0,0,0,0,0,265,223,206,153,138,78,48,10,0,62,98,360,360,67,268,0,283,360,90,191,360,348,175,310,59,10,360,234,260,4398.27049141417,903,15,1,2.68668300548249e-05
2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,4,3,4,4,2,3,2,3,4,4,2,4,3,60,174,95,18,62,137,0,172,0,0,0,247,223,206,210,66,155,85,27,0,0,170,344,360,201,250,0,320,224,90,216,360,348,103,171,0,109,317,207,360,2739.82324391736,921,14,1,2.68012996989509e-05
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,149,254,218,150,39,108,0,0,33,0,0,244,0,0,188,121,84,57,203,0,124,119,64,125,37,201,231,49,211,180,65,336,40,125,321,360,108,72,14,298,1016.40016000779,1480,10,1,2.65257657421405e-05
1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,60,13,119,18,0,0,0,0,0,0,0,198,181,191,153,138,88,43,10,0,0,98,188,246,102,251,0,226,323,122,191,360,296,76,360,59,15,317,360,333,3662.40941750299,909,13,1,2.63834693439227e-05
1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,3,3,3,18,102,50,60,0,0,0,0,0,0,0,178,228,144,143,138,83,48,10,0,0,98,183,293,134,320,0,221,323,90,191,360,296,108,360,59,10,275,333,360,3642.43946386172,912,12,1,2.35348926659005e-05
4,4,4,4,2,3,2,2,2,2,3,2,2,2,3,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,2,70,174,194,0,17,0,0,360,0,357,0,0,228,164,297,128,100,53,8,0,0,133,341,360,77,223,0,355,251,28,191,360,360,36,62,37,154,317,127,265,1119.20545754378,1105,16,1,2.28538286510154e-05
2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,122,174,194,0,79,0,0,360,0,357,0,0,223,216,327,128,98,85,50,0,27,170,272,360,77,75,0,328,194,28,191,360,348,36,94,0,112,317,28,265,2030.11798388866,952,17,1,2.23948360797938e-05
1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,60,13,50,0,0,0,0,0,0,0,0,198,181,191,185,138,88,43,10,0,0,98,262,256,70,251,0,226,355,117,191,360,259,108,360,59,10,317,343,360,3363.12618147622,912,13,1,2.20494628564405e-05
2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,122,174,194,0,79,0,0,360,0,357,0,0,223,216,327,128,98,85,50,0,27,170,272,360,77,75,0,328,194,28,191,360,348,36,94,0,112,317,28,265,2030.11798388866,952,17,1,2.15296448739073e-05
2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,4,3,4,4,2,3,2,3,4,4,2,4,3,60,174,95,18,62,137,0,172,0,0,0,247,223,206,210,66,155,85,27,0,0,170,344,360,201,250,0,320,224,90,216,360,348,103,171,0,109,317,207,360,2739.82324391736,921,14,1,2.13208033821515e-05
1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,3,3,3,18,102,50,87,0,0,0,0,0,0,0,178,228,144,143,138,83,48,10,0,0,98,183,293,134,320,0,221,323,90,191,360,296,108,360,59,10,275,333,360,4017.10585373884,909,12,1,2.07961844143323e-05
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,60,102,50,0,0,0,0,0,0,0,0,265,223,206,153,138,105,43,10,0,0,66,360,360,5,268,0,283,360,152,191,360,291,175,278,2,0,360,234,317,4879.28609395154,900,15,1,2.057707876677e-05
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,122,174,68,0,69,0,0,360,0,357,0,0,223,189,360,128,83,48,8,0,0,118,272,360,77,186,0,355,194,80,191,360,311,0,94,52,107,354,28,218,2485.72472615704,927,18,1,2.00372278076715e-05
